time,open,high,low,close,volume
2020-11-24 07:00:00,11971.75,11975.75,11966.0,11970.5,1826
2020-11-24 08:00:00,11971.0,11972.25,11957.25,11963.75,2276
2020-11-24 09:00:00,11964.5,11973.5,11958.25,11968.75,2626
2020-11-24 10:00:00,11969.5,11976.25,11956.75,11960.5,3001
2020-11-24 11:00:00,11962.25,11976.0,11931.5,11938.25,6501
2020-11-24 12:00:00,11937.5,11950.75,11932.5,11947.5,2651
2020-11-24 13:00:00,11947.75,11950.5,11934.0,11938.25,2351
2020-11-24 14:00:00,11938.25,11952.75,11934.5,11940.0,3476
2020-11-24 15:00:00,11940.0,11946.25,11926.5,11938.0,3751
2020-11-24 16:00:00,11937.75,11958.75,11936.5,11952.5,2976
2020-11-24 17:00:00,11952.0,11961.0,11872.25,11922.0,14751
2020-11-24 18:00:00,11922.75,11986.0,11900.5,11985.5,10826
2020-11-24 19:00:00,11985.5,12035.25,11985.25,12016.5,6901
2020-11-24 20:00:00,12017.75,12054.75,12005.0,12044.0,7326
2020-11-24 21:00:00,12044.0,12084.25,12033.0,12082.25,6426
2020-11-24 22:00:00,12082.0,12093.25,12055.0,12072.5,6701
2020-11-24 23:00:00,12072.75,12085.75,12052.25,12074.75,6501
2020-11-25 00:00:00,12075.25,12103.5,12070.75,12099.75,4101
2020-11-25 02:00:00,12095.25,12127.25,12094.25,12126.25,3501
2020-11-25 03:00:00,12126.0,12156.5,12118.0,12143.25,5976
2020-11-25 04:00:00,12142.75,12171.75,12141.0,12163.0,4126
2020-11-25 05:00:00,12163.25,12169.0,12149.75,12155.75,3101
2020-11-25 06:00:00,12156.0,12167.75,12127.5,12137.75,6226
2020-11-25 07:00:00,12138.0,12144.25,12128.0,12130.5,2501
2020-11-25 08:00:00,12130.75,12132.75,12103.5,12106.0,3376
2020-11-25 09:00:00,12106.75,12117.75,12099.5,12110.75,3251
2020-11-25 10:00:00,12110.75,12124.75,12105.0,12121.75,2851
2020-11-25 11:00:00,12121.5,12128.5,12101.25,12104.25,3726
2020-11-25 12:00:00,12104.75,12118.75,12093.0,12112.75,4351
2020-11-25 13:00:00,12114.0,12115.25,12090.5,12097.25,3276
2020-11-25 14:00:00,12097.25,12109.25,12090.5,12104.5,3026
2020-11-25 15:00:00,12105.0,12122.5,12093.0,12097.25,5126
2020-11-25 16:00:00,12098.0,12119.75,12077.25,12105.0,7801
2020-11-25 17:00:00,12104.75,12143.75,12099.5,12124.0,6926
2020-11-25 18:00:00,12123.75,12127.5,12078.25,12114.25,8901
2020-11-25 19:00:00,12114.75,12133.0,12087.25,12099.25,7601
2020-11-25 20:00:00,12100.75,12140.0,12091.75,12135.75,6151
2020-11-25 21:00:00,12136.0,12151.0,12118.75,12140.0,6051
2020-11-25 22:00:00,12139.75,12149.75,12115.75,12147.5,6026
2020-11-25 23:00:00,12147.5,12173.25,12139.5,12152.5,6251
2020-11-26 00:00:00,12152.75,12176.75,12147.5,12170.25,4101
2020-11-26 02:00:00,12170.0,12185.5,12170.0,12179.5,2151
2020-11-26 03:00:00,12178.5,12183.25,12166.5,12177.75,3276
2020-11-26 04:00:00,12177.5,12198.75,12176.0,12194.0,2901
2020-11-26 05:00:00,12194.5,12212.0,12193.25,12206.25,2576
2020-11-26 06:00:00,12207.0,12207.0,12186.0,12190.25,2526
2020-11-26 07:00:00,12190.5,12194.5,12187.75,12192.5,1151
2020-11-26 08:00:00,12192.75,12204.75,12188.75,12198.0,2676
2020-11-26 09:00:00,12197.5,12201.0,12183.75,12199.0,3301
2020-11-26 10:00:00,12199.25,12199.25,12190.75,12192.5,1026
2020-11-26 11:00:00,12193.75,12220.5,12181.0,12186.75,7201
2020-11-26 12:00:00,12187.0,12194.25,12172.5,12192.5,3801
2020-11-26 13:00:00,12192.5,12202.75,12186.75,12188.75,2826
2020-11-26 14:00:00,12188.5,12199.5,12182.5,12194.5,2801
2020-11-26 15:00:00,12194.5,12196.25,12186.5,12194.25,1926
2020-11-26 16:00:00,12194.5,12201.5,12193.0,12195.75,1576
2020-11-26 17:00:00,12196.25,12210.0,12188.25,12194.5,4176
2020-11-26 18:00:00,12194.5,12194.5,12177.5,12187.75,2726
2020-11-26 19:00:00,12186.75,12198.5,12184.75,12187.0,2726
2020-11-26 20:00:00,12186.5,12188.0,12126.0,12146.5,8401
2020-11-27 02:00:00,12171.25,12172.0,12144.25,12154.25,3851
2020-11-27 03:00:00,12156.25,12162.25,12141.5,12161.0,3676
2020-11-27 04:00:00,12160.75,12161.25,12143.25,12144.75,2001
2020-11-27 05:00:00,12144.5,12152.5,12136.25,12147.25,2976
2020-11-27 06:00:00,12147.5,12159.25,12142.5,12158.0,2301
2020-11-27 07:00:00,12158.25,12174.25,12158.0,12169.75,2101
2020-11-27 08:00:00,12169.75,12184.0,12165.75,12184.0,2226
2020-11-27 09:00:00,12184.75,12195.5,12180.0,12187.0,2876
2020-11-27 10:00:00,12186.75,12193.5,12182.5,12184.0,1926
2020-11-27 11:00:00,12183.5,12202.25,12183.5,12199.0,2201
2020-11-27 12:00:00,12200.0,12205.5,12190.25,12192.75,2326
2020-11-27 13:00:00,12193.0,12198.0,12182.5,12195.25,2876
2020-11-27 14:00:00,12195.25,12200.0,12190.25,12195.25,1951
2020-11-27 15:00:00,12194.5,12204.0,12190.5,12201.0,2051
2020-11-27 16:00:00,12201.75,12239.0,12197.5,12230.0,5476
2020-11-27 17:00:00,12231.0,12253.5,12214.75,12247.75,6076
2020-11-27 18:00:00,12248.5,12306.75,12240.25,12295.0,8651
2020-11-27 19:00:00,12294.75,12299.75,12242.5,12252.0,7176
