Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-12-12 08:00:00-05:00,16279.5,16345.0,16232.75,16241.0,22597,0.0,0.0
2023-12-12 09:00:00-05:00,16240.25,16257.5,16185.25,16255.5,43593,0.0,0.0
2023-12-12 10:00:00-05:00,16256.0,16288.25,16243.5,16286.5,34739,0.0,0.0
2023-12-12 11:00:00-05:00,16286.5,16307.0,16270.0,16275.25,21828,0.0,0.0
2023-12-12 12:00:00-05:00,16275.5,16292.0,16254.5,16286.5,21581,0.0,0.0
2023-12-12 13:00:00-05:00,16286.25,16322.0,16279.25,16318.5,18430,0.0,0.0
2023-12-12 14:00:00-05:00,16318.0,16338.5,16311.0,16336.0,14560,0.0,0.0
2023-12-12 15:00:00-05:00,16336.5,16366.75,16331.25,16365.0,23262,0.0,0.0
2023-12-12 16:00:00-05:00,16364.25,16389.5,16361.0,16386.0,5619,0.0,0.0
2023-12-12 18:00:00-05:00,16383.0,16401.25,16378.0,16396.0,0,0.0,0.0
2023-12-12 19:00:00-05:00,16395.75,16397.5,16384.25,16392.5,1266,0.0,0.0
2023-12-12 20:00:00-05:00,16391.5,16395.75,16386.75,16392.0,992,0.0,0.0
2023-12-12 21:00:00-05:00,16391.25,16395.75,16386.5,16389.75,528,0.0,0.0
2023-12-12 22:00:00-05:00,16391.0,16391.5,16386.5,16390.5,516,0.0,0.0
2023-12-12 23:00:00-05:00,16390.0,16396.5,16387.75,16394.75,951,0.0,0.0
2023-12-13 00:00:00-05:00,16395.5,16399.5,16389.0,16393.0,579,0.0,0.0
2023-12-13 01:00:00-05:00,16393.5,16396.25,16383.0,16386.0,552,0.0,0.0
2023-12-13 02:00:00-05:00,16384.0,16404.0,16381.5,16395.75,1286,0.0,0.0
2023-12-13 03:00:00-05:00,16395.75,16406.0,16384.0,16396.75,1749,0.0,0.0
2023-12-13 04:00:00-05:00,16396.75,16397.75,16386.5,16388.25,1596,0.0,0.0
2023-12-13 05:00:00-05:00,16389.5,16393.5,16382.25,16387.5,1638,0.0,0.0
2023-12-13 06:00:00-05:00,16387.5,16402.75,16385.25,16400.5,1699,0.0,0.0
2023-12-13 07:00:00-05:00,16399.5,16403.5,16392.0,16395.25,1883,0.0,0.0
2023-12-13 08:00:00-05:00,16395.25,16429.75,16393.75,16419.75,4746,0.0,0.0
2023-12-13 09:00:00-05:00,16419.0,16446.5,16386.75,16399.75,21520,0.0,0.0
2023-12-13 10:00:00-05:00,16399.75,16436.75,16392.5,16418.75,15575,0.0,0.0
2023-12-13 11:00:00-05:00,16418.25,16428.75,16386.0,16390.5,10962,0.0,0.0
2023-12-13 12:00:00-05:00,16391.25,16403.25,16377.5,16382.25,8658,0.0,0.0
2023-12-13 13:00:00-05:00,16382.25,16395.0,16365.5,16382.25,6448,0.0,0.0
2023-12-13 14:00:00-05:00,16379.0,16578.5,16379.0,16558.5,29470,0.0,0.0
2023-12-13 15:00:00-05:00,16560.0,16593.0,16470.5,16566.75,26366,0.0,0.0
2023-12-13 16:00:00-05:00,16566.75,16572.5,16541.25,16550.25,5437,0.0,0.0
2023-12-13 18:00:00-05:00,16561.5,16606.75,16561.5,16605.5,0,0.0,0.0
2023-12-13 19:00:00-05:00,16605.25,16649.0,16605.0,16649.0,2809,0.0,0.0
2023-12-13 20:00:00-05:00,16648.25,16670.75,16645.5,16667.5,1639,0.0,0.0
2023-12-13 21:00:00-05:00,16667.5,16674.5,16653.25,16658.5,1105,0.0,0.0
2023-12-13 22:00:00-05:00,16658.5,16664.5,16639.5,16649.25,887,0.0,0.0
2023-12-13 23:00:00-05:00,16648.5,16663.75,16648.0,16663.0,530,0.0,0.0
2023-12-14 00:00:00-05:00,16663.25,16664.75,16656.0,16662.0,291,0.0,0.0
2023-12-14 01:00:00-05:00,16660.5,16673.25,16657.0,16667.75,524,0.0,0.0
2023-12-14 02:00:00-05:00,16667.25,16667.25,16638.75,16638.75,1175,0.0,0.0
2023-12-14 03:00:00-05:00,16639.5,16661.75,16631.0,16633.5,1450,0.0,0.0
2023-12-14 04:00:00-05:00,16635.5,16635.5,16606.5,16616.25,1773,0.0,0.0
2023-12-14 05:00:00-05:00,16617.0,16642.5,16610.75,16634.25,1047,0.0,0.0
2023-12-14 06:00:00-05:00,16632.5,16639.75,16613.75,16619.75,772,0.0,0.0
2023-12-14 07:00:00-05:00,16624.75,16642.0,16624.75,16628.5,1011,0.0,0.0
2023-12-14 08:00:00-05:00,16632.25,16642.0,16596.5,16639.75,2506,0.0,0.0
2023-12-14 09:00:00-05:00,16641.0,16663.75,16599.5,16636.5,12093,0.0,0.0
2023-12-14 10:00:00-05:00,16636.0,16638.25,16555.75,16601.25,16360,0.0,0.0
2023-12-14 11:00:00-05:00,16601.25,16606.25,16533.0,16570.5,15966,0.0,0.0
2023-12-14 12:00:00-05:00,16570.0,16609.75,16524.75,16526.5,13022,0.0,0.0
2023-12-14 13:00:00-05:00,16526.25,16526.25,16418.75,16458.75,17186,0.0,0.0
2023-12-14 14:00:00-05:00,16457.5,16529.5,16457.0,16525.75,10240,0.0,0.0
2023-12-14 15:00:00-05:00,16526.0,16546.25,16515.75,16544.75,10078,0.0,0.0
2023-12-14 16:00:00-05:00,16545.0,16554.75,16525.75,16536.25,2622,0.0,0.0
2023-12-14 18:00:00-05:00,16532.5,16552.5,16522.0,16550.5,0,0.0,0.0
2023-12-14 19:00:00-05:00,16549.75,16562.75,16544.0,16548.25,284,0.0,0.0
2023-12-14 20:00:00-05:00,16551.25,16555.0,16538.25,16550.0,152,0.0,0.0
2023-12-14 21:00:00-05:00,16550.25,16560.0,16548.5,16553.0,360,0.0,0.0
2023-12-14 22:00:00-05:00,16552.75,16561.75,16549.75,16561.75,417,0.0,0.0
2023-12-14 23:00:00-05:00,16561.75,16563.5,16557.25,16558.0,257,0.0,0.0
2023-12-15 00:00:00-05:00,16561.25,16563.75,16550.5,16563.5,236,0.0,0.0
2023-12-15 01:00:00-05:00,16560.0,16560.0,16553.5,16554.25,243,0.0,0.0
2023-12-15 02:00:00-05:00,16558.75,16590.0,16558.75,16587.0,798,0.0,0.0
2023-12-15 03:00:00-05:00,16587.25,16589.75,16572.5,16588.5,1014,0.0,0.0
2023-12-15 04:00:00-05:00,16587.75,16601.0,16583.0,16599.5,1293,0.0,0.0
2023-12-15 05:00:00-05:00,16599.5,16604.75,16585.5,16590.25,1359,0.0,0.0
2023-12-15 06:00:00-05:00,16589.5,16605.5,16586.5,16597.25,742,0.0,0.0
2023-12-15 07:00:00-05:00,16596.25,16602.75,16584.0,16586.25,1197,0.0,0.0
2023-12-15 08:00:00-05:00,16588.5,16603.5,16549.25,16580.0,2558,0.0,0.0
2023-12-15 09:00:00-05:00,16584.25,16612.5,16521.5,16558.0,1479,0.0,0.0
2023-12-15 16:00:00-05:00,16815.0,16815.0,16815.0,16815.0,636602,0.0,0.0
2023-12-17 18:00:00-05:00,16820.25,16846.0,16802.25,16823.5,5432,0.0,0.0
2023-12-17 19:00:00-05:00,16823.5,16838.5,16821.25,16825.25,5351,0.0,0.0
2023-12-17 20:00:00-05:00,16825.75,16832.0,16819.75,16828.5,3264,0.0,0.0
2023-12-17 21:00:00-05:00,16828.5,16843.25,16826.75,16840.25,2830,0.0,0.0
2023-12-17 22:00:00-05:00,16840.25,16845.75,16835.75,16842.0,2503,0.0,0.0
2023-12-17 23:00:00-05:00,16841.75,16853.0,16838.75,16852.75,2409,0.0,0.0
2023-12-18 00:00:00-05:00,16852.25,16858.5,16850.75,16853.25,2077,0.0,0.0
2023-12-18 01:00:00-05:00,16853.75,16858.5,16842.0,16843.75,2827,0.0,0.0
2023-12-18 02:00:00-05:00,16844.25,16855.5,16835.75,16839.75,4388,0.0,0.0
2023-12-18 03:00:00-05:00,16839.75,16845.25,16809.25,16842.25,10076,0.0,0.0
2023-12-18 04:00:00-05:00,16842.75,16854.25,16833.75,16842.0,6936,0.0,0.0
2023-12-18 05:00:00-05:00,16842.25,16854.75,16835.0,16836.0,4965,0.0,0.0
2023-12-18 06:00:00-05:00,16836.5,16842.0,16817.0,16823.0,5866,0.0,0.0
2023-12-18 07:00:00-05:00,16822.75,16842.5,16818.25,16840.75,7399,0.0,0.0
2023-12-18 08:00:00-05:00,16841.0,16854.25,16830.0,16853.5,13111,0.0,0.0
2023-12-18 09:00:00-05:00,16853.75,16883.0,16832.5,16878.5,76690,0.0,0.0
2023-12-18 10:00:00-05:00,16878.75,16905.5,16866.5,16869.0,69226,0.0,0.0
2023-12-18 11:00:00-05:00,16869.0,16914.75,16855.75,16905.0,52022,0.0,0.0
2023-12-18 12:00:00-05:00,16905.0,16937.75,16904.75,16932.0,34436,0.0,0.0
2023-12-18 13:00:00-05:00,16932.0,16957.75,16920.75,16954.5,28585,0.0,0.0
2023-12-18 14:00:00-05:00,16954.5,16974.0,16947.5,16961.0,35389,0.0,0.0
2023-12-18 15:00:00-05:00,16961.0,16972.0,16937.25,16938.0,55244,0.0,0.0
2023-12-18 16:00:00-05:00,16938.25,16938.5,16912.75,16921.75,16145,0.0,0.0
2023-12-18 18:00:00-05:00,16917.0,16928.25,16916.0,16924.75,0,0.0,0.0
2023-12-18 19:00:00-05:00,16924.25,16926.25,16917.0,16922.5,2643,0.0,0.0
2023-12-18 20:00:00-05:00,16922.0,16924.0,16910.75,16922.0,3246,0.0,0.0
2023-12-18 21:00:00-05:00,16922.0,16935.0,16920.25,16925.0,4819,0.0,0.0
2023-12-18 22:00:00-05:00,16925.5,16938.25,16924.5,16929.75,3941,0.0,0.0
2023-12-18 23:00:00-05:00,16929.75,16934.0,16920.5,16929.0,2413,0.0,0.0
2023-12-19 00:00:00-05:00,16928.5,16934.0,16927.25,16931.25,2130,0.0,0.0
2023-12-19 01:00:00-05:00,16931.25,16934.75,16917.75,16924.75,3494,0.0,0.0
2023-12-19 02:00:00-05:00,16925.0,16934.75,16920.0,16924.0,4259,0.0,0.0
2023-12-19 03:00:00-05:00,16924.0,16949.0,16924.0,16940.75,6849,0.0,0.0
2023-12-19 04:00:00-05:00,16940.75,16950.5,16935.75,16944.0,5806,0.0,0.0
2023-12-19 05:00:00-05:00,16943.5,16949.0,16940.75,16946.5,3374,0.0,0.0
2023-12-19 06:00:00-05:00,16947.0,16963.5,16938.75,16954.75,7747,0.0,0.0
2023-12-19 07:00:00-05:00,16954.5,16989.25,16949.5,16971.5,14095,0.0,0.0
2023-12-19 08:00:00-05:00,16971.25,16973.25,16951.0,16958.75,12335,0.0,0.0
2023-12-19 09:00:00-05:00,16958.75,16995.5,16944.5,16980.75,87547,0.0,0.0
2023-12-19 10:00:00-05:00,16981.0,17007.5,16954.25,17000.75,89017,0.0,0.0
2023-12-19 11:00:00-05:00,17001.25,17012.5,16980.75,16982.0,54139,0.0,0.0
2023-12-19 12:00:00-05:00,16982.25,17002.5,16965.5,16994.25,38261,0.0,0.0
2023-12-19 13:00:00-05:00,16994.25,17005.0,16965.25,16993.25,38942,0.0,0.0
2023-12-19 14:00:00-05:00,16993.75,17009.25,16991.5,16999.75,28336,0.0,0.0
2023-12-19 15:00:00-05:00,17000.5,17027.5,16984.5,17020.75,56956,0.0,0.0
2023-12-19 16:00:00-05:00,17020.75,17029.5,17014.75,17026.0,14686,0.0,0.0
2023-12-19 18:00:00-05:00,17024.0,17033.25,17020.25,17027.5,0,0.0,0.0
2023-12-19 19:00:00-05:00,17027.5,17038.5,17027.5,17034.25,3613,0.0,0.0
2023-12-19 20:00:00-05:00,17034.0,17039.25,17029.25,17038.0,3192,0.0,0.0
2023-12-19 21:00:00-05:00,17037.5,17044.0,17033.5,17041.5,2404,0.0,0.0
2023-12-19 22:00:00-05:00,17041.5,17045.75,17036.75,17039.5,3870,0.0,0.0
2023-12-19 23:00:00-05:00,17039.25,17042.0,17033.25,17041.0,2348,0.0,0.0
2023-12-20 00:00:00-05:00,17041.0,17046.0,17030.25,17036.75,4040,0.0,0.0
2023-12-20 01:00:00-05:00,17036.75,17039.0,17026.0,17032.25,3170,0.0,0.0
2023-12-20 02:00:00-05:00,17033.0,17040.25,17028.25,17036.75,4449,0.0,0.0
2023-12-20 03:00:00-05:00,17037.0,17037.0,16981.25,16985.75,14545,0.0,0.0
2023-12-20 04:00:00-05:00,16985.5,16991.75,16962.0,16975.25,13202,0.0,0.0
2023-12-20 05:00:00-05:00,16975.5,16982.5,16967.5,16973.0,6895,0.0,0.0
2023-12-20 06:00:00-05:00,16973.25,16980.0,16963.25,16974.75,6226,0.0,0.0
2023-12-20 07:00:00-05:00,16974.75,16986.75,16967.25,16972.0,7657,0.0,0.0
2023-12-20 08:00:00-05:00,16971.75,16987.25,16970.0,16982.0,8766,0.0,0.0
2023-12-20 09:00:00-05:00,16982.0,17024.0,16971.0,17016.5,66865,0.0,0.0
2023-12-20 10:00:00-05:00,17016.5,17073.5,17009.0,17052.5,77754,0.0,0.0
2023-12-20 11:00:00-05:00,17052.5,17056.0,17028.25,17041.25,46315,0.0,0.0
2023-12-20 12:00:00-05:00,17041.25,17064.5,17022.25,17061.5,35908,0.0,0.0
2023-12-20 13:00:00-05:00,17061.5,17065.75,17030.5,17039.0,35332,0.0,0.0
2023-12-20 14:00:00-05:00,17039.25,17043.0,16834.75,16841.75,112318,0.0,0.0
2023-12-20 15:00:00-05:00,16842.25,16868.75,16760.25,16764.25,156461,0.0,0.0
2023-12-20 16:00:00-05:00,16764.25,16794.75,16758.5,16794.75,24847,0.0,0.0
2023-12-20 18:00:00-05:00,16790.25,16813.75,16790.25,16811.75,0,0.0,0.0
2023-12-20 19:00:00-05:00,16811.5,16812.0,16800.75,16805.25,4068,0.0,0.0
2023-12-20 20:00:00-05:00,16805.0,16813.0,16801.0,16810.25,4244,0.0,0.0
2023-12-20 21:00:00-05:00,16810.0,16824.5,16809.5,16820.25,4325,0.0,0.0
2023-12-20 22:00:00-05:00,16820.25,16829.5,16819.5,16823.0,2736,0.0,0.0
2023-12-20 23:00:00-05:00,16822.75,16838.5,16820.5,16838.5,3246,0.0,0.0
2023-12-21 00:00:00-05:00,16838.5,16847.0,16837.25,16845.75,4227,0.0,0.0
2023-12-21 01:00:00-05:00,16846.0,16848.0,16837.5,16844.0,3500,0.0,0.0
2023-12-21 02:00:00-05:00,16844.25,16869.0,16842.25,16864.25,8024,0.0,0.0
2023-12-21 03:00:00-05:00,16863.75,16883.0,16860.25,16872.75,10606,0.0,0.0
2023-12-21 04:00:00-05:00,16873.75,16890.75,16867.0,16878.25,7897,0.0,0.0
2023-12-21 05:00:00-05:00,16878.75,16879.25,16860.75,16863.5,7022,0.0,0.0
2023-12-21 06:00:00-05:00,16863.25,16882.0,16862.75,16871.5,5782,0.0,0.0
2023-12-21 07:00:00-05:00,16871.25,16890.5,16867.0,16883.0,6748,0.0,0.0
2023-12-21 08:00:00-05:00,16882.5,16970.25,16860.25,16940.75,42950,0.0,0.0
2023-12-21 09:00:00-05:00,16941.25,16958.75,16885.5,16893.5,81120,0.0,0.0
2023-12-21 10:00:00-05:00,16893.5,16933.25,16843.25,16873.5,114289,0.0,0.0
2023-12-21 11:00:00-05:00,16873.25,16921.25,16861.5,16879.25,60367,0.0,0.0
2023-12-21 12:00:00-05:00,16879.0,16879.5,16825.0,16837.0,63042,0.0,0.0
2023-12-21 13:00:00-05:00,16837.25,16881.75,16815.0,16881.0,62652,0.0,0.0
2023-12-21 14:00:00-05:00,16881.0,16907.25,16865.0,16885.0,41668,0.0,0.0
2023-12-21 15:00:00-05:00,16885.0,16966.0,16873.25,16950.5,72728,0.0,0.0
2023-12-21 16:00:00-05:00,16950.25,16956.0,16941.0,16949.5,14200,0.0,0.0
2023-12-21 18:00:00-05:00,16956.0,16956.25,16932.0,16942.0,0,0.0,0.0
2023-12-21 19:00:00-05:00,16941.75,16944.5,16929.25,16929.75,3678,0.0,0.0
2023-12-21 20:00:00-05:00,16929.75,16935.25,16907.5,16910.5,6097,0.0,0.0
2023-12-21 21:00:00-05:00,16910.5,16923.5,16908.0,16919.5,3613,0.0,0.0
2023-12-21 22:00:00-05:00,16919.5,16922.0,16900.5,16909.5,3391,0.0,0.0
2023-12-21 23:00:00-05:00,16909.5,16914.5,16907.75,16911.0,1748,0.0,0.0
2023-12-22 00:00:00-05:00,16912.75,16913.5,16897.0,16897.25,3407,0.0,0.0
2023-12-22 01:00:00-05:00,16897.5,16907.25,16891.5,16904.0,3153,0.0,0.0
2023-12-22 02:00:00-05:00,16903.75,16914.5,16900.0,16909.25,4111,0.0,0.0
2023-12-22 03:00:00-05:00,16909.0,16919.25,16900.0,16901.5,5576,0.0,0.0
2023-12-22 04:00:00-05:00,16901.75,16923.0,16898.5,16914.5,4878,0.0,0.0
2023-12-22 05:00:00-05:00,16914.25,16932.75,16911.0,16932.5,4014,0.0,0.0
2023-12-22 06:00:00-05:00,16932.25,16937.5,16926.75,16934.75,3854,0.0,0.0
2023-12-22 07:00:00-05:00,16934.5,16952.25,16934.5,16946.25,6311,0.0,0.0
2023-12-22 08:00:00-05:00,16946.5,17006.75,16930.5,17000.5,33129,0.0,0.0
2023-12-22 09:00:00-05:00,17000.5,17041.5,16989.25,17022.5,74977,0.0,0.0
2023-12-22 10:00:00-05:00,17024.5,17035.5,16995.0,16996.0,63773,0.0,0.0
2023-12-22 11:00:00-05:00,16996.25,17013.75,16968.5,16990.0,49491,0.0,0.0
2023-12-22 12:00:00-05:00,16990.0,17010.0,16968.0,17008.0,34247,0.0,0.0
2023-12-22 13:00:00-05:00,17008.0,17021.25,17000.25,17004.25,23393,0.0,0.0
2023-12-22 14:00:00-05:00,17004.0,17006.25,16896.0,16987.0,79955,0.0,0.0
2023-12-22 15:00:00-05:00,16987.0,16992.25,16957.5,16980.25,51470,0.0,0.0
2023-12-22 16:00:00-05:00,16980.5,16987.25,16958.5,16962.5,9776,0.0,0.0
2023-12-26 00:00:00-05:00,17022.0,17027.0,17019.25,17023.75,2385,0.0,0.0
2023-12-26 01:00:00-05:00,17024.0,17028.75,17021.5,17025.5,1433,0.0,0.0
2023-12-26 02:00:00-05:00,17026.0,17037.25,17025.25,17033.25,2399,0.0,0.0
2023-12-26 03:00:00-05:00,17033.25,17035.5,17021.5,17023.5,2110,0.0,0.0
2023-12-26 04:00:00-05:00,17023.75,17023.75,17003.0,17013.25,3325,0.0,0.0
2023-12-26 05:00:00-05:00,17013.5,17018.5,17007.0,17015.75,1779,0.0,0.0
2023-12-26 06:00:00-05:00,17015.5,17016.0,17004.0,17007.75,3052,0.0,0.0
2023-12-26 07:00:00-05:00,17007.75,17016.5,16984.75,17015.25,6207,0.0,0.0
2023-12-26 08:00:00-05:00,17015.25,17016.0,16997.0,17004.0,6621,0.0,0.0
2023-12-26 09:00:00-05:00,17003.75,17052.0,17003.75,17041.0,48999,0.0,0.0
2023-12-26 10:00:00-05:00,17041.0,17060.5,17022.5,17041.25,40681,0.0,0.0
